"","GENE","POS_HG19","POS","TISS","FULL_TISS","TISS_STATE","STATUS"
"3040","ARAF","47420515",47561116,"LU","lung","inactive","inactive"
"3041","ARAF","47420515",47561116,"LI","liver","inactive","inactive"
"3042","ARAF","47420515",47561116,"PC","brain_prefrontal_cortex","inactive","inactive"
"3043","ARAF","47420515",47561116,"BR","brain","inactive","inactive"
"3044","ARAF","47420515",47561116,"B1","brain10","inactive","inactive"
"3045","ARAF","47420515",47561116,"B2","brain20","inactive","inactive"
"3046","ARAF","47420515",47561116,"B7","brain7","inactive","inactive"
"3047","ARAF","47420515",47561116,"WB","whole_blood","inactive","inactive"
"3048","ARAF","47420515",47561116,"PM","PBMC","inactive","inactive"
"3049","ARAF","47420515",47561116,"CB","cord_blood","inactive","inactive"
"3050","ARAF","47420515",47561116,"BS","blood_spot","inactive","inactive"
"3051","ARAF","47420515",47561116,"KT","kidney_tubule","inactive","inactive"
"3052","SYN1","47479255",47619856,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3053","SYN1","47479255",47619856,"BU","buccal","inactive","inactive"
"3054","SYN1","47479255",47619856,"BC","buffy_coat","inactive","inactive"
"3055","SYN1","47479255",47619856,"BL","blood","inactive","inactive"
"3056","SYN1","47479255",47619856,"SA","saliva","inactive","inactive"
"3057","SYN1","47479255",47619856,"KI","kidney","inactive","inactive"
"3058","SYN1","47479255",47619856,"MU","muscle","inactive","inactive"
"3059","SYN1","47479255",47619856,"SF","subcutaneous_fat","inactive","inactive"
"3060","SYN1","47479255",47619856,"OM","omentum","inactive","inactive"
"3061","SYN1","47479255",47619856,"ST","stomach","inactive","inactive"
"3062","SYN1","47479255",47619856,"HA","hair","inactive","inactive"
"3063","SYN1","47479255",47619856,"HE","heart","inactive","inactive"
"3064","SYN1","47479255",47619856,"PA","pancreas","inactive","inactive"
"3065","SYN1","47479255",47619856,"AD","adrenal","inactive","inactive"
"3066","SYN1","47479255",47619856,"SL","spleen","inactive","inactive"
"3067","SYN1","47479255",47619856,"LU","lung","inactive","inactive"
"3068","SYN1","47479255",47619856,"LI","liver","inactive","inactive"
"3069","SYN1","47479255",47619856,"PC","brain_prefrontal_cortex","inactive","inactive"
"3070","SYN1","47479255",47619856,"BR","brain","inactive","inactive"
"3071","SYN1","47479255",47619856,"B1","brain10","inactive","inactive"
"3072","SYN1","47479255",47619856,"B2","brain20","inactive","inactive"
"3073","SYN1","47479255",47619856,"B7","brain7","inactive","inactive"
"3074","SYN1","47479255",47619856,"WB","whole_blood","inactive","inactive"
"3075","SYN1","47479255",47619856,"PM","PBMC","inactive","inactive"
"3076","SYN1","47479255",47619856,"CB","cord_blood","inactive","inactive"
"3077","SYN1","47479255",47619856,"BS","blood_spot","inactive","inactive"
"3078","SYN1","47479255",47619856,"KT","kidney_tubule","inactive","inactive"
"3079","ELK1","47510002",47650603,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3080","ELK1","47510002",47650603,"BU","buccal","inactive","inactive"
"3081","ELK1","47510002",47650603,"BC","buffy_coat","inactive","inactive"
"3082","ELK1","47510002",47650603,"BL","blood","inactive","inactive"
"3083","ELK1","47510002",47650603,"SA","saliva","inactive","inactive"
"3084","ELK1","47510002",47650603,"KI","kidney","inactive","inactive"
"3085","ELK1","47510002",47650603,"MU","muscle","inactive","inactive"
"3086","ELK1","47510002",47650603,"SF","subcutaneous_fat","inactive","inactive"
"3087","ELK1","47510002",47650603,"OM","omentum","inactive","inactive"
"3088","ELK1","47510002",47650603,"ST","stomach","inactive","inactive"
"3089","ELK1","47510002",47650603,"HA","hair","inactive","inactive"
"3090","ELK1","47510002",47650603,"HE","heart","inactive","inactive"
"3091","ELK1","47510002",47650603,"PA","pancreas","inactive","inactive"
"3092","ELK1","47510002",47650603,"AD","adrenal","inactive","inactive"
"3093","ELK1","47510002",47650603,"SL","spleen","inactive","inactive"
"3094","ELK1","47510002",47650603,"LU","lung","inactive","inactive"
"3095","ELK1","47510002",47650603,"LI","liver","inactive","inactive"
"3096","ELK1","47510002",47650603,"PC","brain_prefrontal_cortex","inactive","inactive"
"3097","ELK1","47510002",47650603,"BR","brain","inactive","inactive"
"3098","ELK1","47510002",47650603,"B1","brain10","inactive","inactive"
"3099","ELK1","47510002",47650603,"B2","brain20","inactive","inactive"
"3100","ELK1","47510002",47650603,"B7","brain7","inactive","inactive"
"3101","ELK1","47510002",47650603,"WB","whole_blood","inactive","inactive"
"3102","ELK1","47510002",47650603,"PM","PBMC","inactive","inactive"
"3103","ELK1","47510002",47650603,"CB","cord_blood","inactive","inactive"
"3104","ELK1","47510002",47650603,"BS","blood_spot","inactive","inactive"
"3105","ELK1","47510002",47650603,"KT","kidney_tubule","inactive","inactive"
"3106","UXT","47518578",47659179,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3107","UXT","47518578",47659179,"BU","buccal","inactive","inactive"
"3108","UXT","47518578",47659179,"BC","buffy_coat","inactive","inactive"
"3109","UXT","47518578",47659179,"BL","blood","inactive","inactive"
"3110","UXT","47518578",47659179,"SA","saliva","inactive","inactive"
"3111","UXT","47518578",47659179,"KI","kidney","inactive","inactive"
"3112","UXT","47518578",47659179,"MU","muscle","inactive","inactive"
"3113","UXT","47518578",47659179,"SF","subcutaneous_fat","inactive","inactive"
"3114","UXT","47518578",47659179,"OM","omentum","inactive","inactive"
"3115","UXT","47518578",47659179,"ST","stomach","inactive","inactive"
"3116","UXT","47518578",47659179,"HA","hair","inactive","inactive"
"3117","UXT","47518578",47659179,"HE","heart","inactive","inactive"
"3118","UXT","47518578",47659179,"PA","pancreas","inactive","inactive"
"3119","UXT","47518578",47659179,"AD","adrenal","inactive","inactive"
"3120","UXT","47518578",47659179,"SL","spleen","inactive","inactive"
"3121","UXT","47518578",47659179,"LU","lung","inactive","inactive"
"3122","UXT","47518578",47659179,"LI","liver","inactive","inactive"
"3123","UXT","47518578",47659179,"PC","brain_prefrontal_cortex","inactive","inactive"
"3124","UXT","47518578",47659179,"BR","brain","inactive","inactive"
"3125","UXT","47518578",47659179,"B1","brain10","inactive","inactive"
"3126","UXT","47518578",47659179,"B2","brain20","inactive","inactive"
"3127","UXT","47518578",47659179,"B7","brain7","inactive","inactive"
"3128","UXT","47518578",47659179,"WB","whole_blood","inactive","inactive"
"3129","UXT","47518578",47659179,"PM","PBMC","inactive","inactive"
"3130","UXT","47518578",47659179,"CB","cord_blood","inactive","inactive"
"3131","UXT","47518578",47659179,"BS","blood_spot","inactive","inactive"
"3132","UXT","47518578",47659179,"KT","kidney_tubule","inactive","inactive"
"3133","LOC441493","47696191",47836792,"PB","peripheral_blood_leukocytes","inactive","variable"
"3134","LOC441493","47696191",47836792,"BU","buccal","inactive","variable"
"3135","LOC441493","47696191",47836792,"BC","buffy_coat","inactive","variable"
"3136","LOC441493","47696191",47836792,"BL","blood","variable","variable"
"3137","LOC441493","47696191",47836792,"SA","saliva","inactive","variable"
"3138","LOC441493","47696191",47836792,"KI","kidney","inactive","variable"
"3139","LOC441493","47696191",47836792,"MU","muscle","inactive","variable"
"3140","LOC441493","47696191",47836792,"SF","subcutaneous_fat","inactive","variable"
"3141","LOC441493","47696191",47836792,"OM","omentum","inactive","variable"
"3142","LOC441493","47696191",47836792,"ST","stomach","inactive","variable"
"3143","LOC441493","47696191",47836792,"HA","hair","inactive","variable"
"3144","LOC441493","47696191",47836792,"HE","heart","inactive","variable"
"3145","LOC441493","47696191",47836792,"PA","pancreas","inactive","variable"
"3146","LOC441493","47696191",47836792,"AD","adrenal","inactive","variable"
"3147","LOC441493","47696191",47836792,"SL","spleen","inactive","variable"
"3148","LOC441493","47696191",47836792,"LU","lung","inactive","variable"
"3149","LOC441493","47696191",47836792,"LI","liver","inactive","variable"
"3150","LOC441493","47696191",47836792,"PC","brain_prefrontal_cortex","inactive","variable"
"3151","LOC441493","47696191",47836792,"BR","brain","inactive","variable"
"3152","LOC441493","47696191",47836792,"B1","brain10","inactive","variable"
"3153","LOC441493","47696191",47836792,"B2","brain20","inactive","variable"
"3154","LOC441493","47696191",47836792,"B7","brain7","inactive","variable"
"3155","LOC441493","47696191",47836792,"WB","whole_blood","inactive","variable"
"3156","LOC441493","47696191",47836792,"PM","PBMC","inactive","variable"
"3157","LOC441493","47696191",47836792,"CB","cord_blood","inactive","variable"
"3158","LOC441493","47696191",47836792,"BS","blood_spot","inactive","variable"
"3159","LOC441493","47696191",47836792,"KT","kidney_tubule","inactive","variable"
"3160","ZNF81","47696300",47836901,"PB","peripheral_blood_leukocytes","uncalled","variable"
"3161","ZNF81","47696300",47836901,"BU","buccal","inactive","variable"
"3162","ZNF81","47696300",47836901,"BC","buffy_coat","inactive","variable"
"3163","ZNF81","47696300",47836901,"BL","blood","variable","variable"
"3164","ZNF81","47696300",47836901,"SA","saliva","inactive","variable"
"3165","ZNF81","47696300",47836901,"KI","kidney","inactive","variable"
"3166","ZNF81","47696300",47836901,"MU","muscle","inactive","variable"
"3167","ZNF81","47696300",47836901,"SF","subcutaneous_fat","inactive","variable"
"3168","ZNF81","47696300",47836901,"OM","omentum","inactive","variable"
"3169","ZNF81","47696300",47836901,"ST","stomach","inactive","variable"
"3170","ZNF81","47696300",47836901,"HA","hair","inactive","variable"
"3171","ZNF81","47696300",47836901,"HE","heart","inactive","variable"
"3172","ZNF81","47696300",47836901,"PA","pancreas","inactive","variable"
"3173","ZNF81","47696300",47836901,"AD","adrenal","inactive","variable"
"3174","ZNF81","47696300",47836901,"SL","spleen","uncalled","variable"
"3175","ZNF81","47696300",47836901,"LU","lung","inactive","variable"
"3176","ZNF81","47696300",47836901,"LI","liver","inactive","variable"
"3177","ZNF81","47696300",47836901,"PC","brain_prefrontal_cortex","inactive","variable"
"3178","ZNF81","47696300",47836901,"BR","brain","inactive","variable"
"3179","ZNF81","47696300",47836901,"B1","brain10","inactive","variable"
"3180","ZNF81","47696300",47836901,"B2","brain20","inactive","variable"
"3181","ZNF81","47696300",47836901,"B7","brain7","inactive","variable"
"3182","ZNF81","47696300",47836901,"WB","whole_blood","uncalled","variable"
"3183","ZNF81","47696300",47836901,"PM","PBMC","inactive","variable"
"3184","ZNF81","47696300",47836901,"CB","cord_blood","inactive","variable"
"3185","ZNF81","47696300",47836901,"BS","blood_spot","inactive","variable"
"3186","ZNF81","47696300",47836901,"KT","kidney_tubule","inactive","variable"
"3187","ZNF182","47863376",48003977,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3188","ZNF182","47863376",48003977,"BU","buccal","inactive","inactive"
"3189","ZNF182","47863376",48003977,"BC","buffy_coat","inactive","inactive"
"3190","ZNF182","47863376",48003977,"BL","blood","inactive","inactive"
"3191","ZNF182","47863376",48003977,"SA","saliva","inactive","inactive"
"3192","ZNF182","47863376",48003977,"KI","kidney","inactive","inactive"
"3193","ZNF182","47863376",48003977,"MU","muscle","inactive","inactive"
"3194","ZNF182","47863376",48003977,"SF","subcutaneous_fat","inactive","inactive"
"3195","ZNF182","47863376",48003977,"OM","omentum","inactive","inactive"
"3196","ZNF182","47863376",48003977,"ST","stomach","inactive","inactive"
"3197","ZNF182","47863376",48003977,"HA","hair","inactive","inactive"
"3198","ZNF182","47863376",48003977,"HE","heart","inactive","inactive"
"3199","ZNF182","47863376",48003977,"PA","pancreas","inactive","inactive"
"3200","ZNF182","47863376",48003977,"AD","adrenal","inactive","inactive"
"3201","ZNF182","47863376",48003977,"SL","spleen","inactive","inactive"
"3202","ZNF182","47863376",48003977,"LU","lung","inactive","inactive"
"3203","ZNF182","47863376",48003977,"LI","liver","inactive","inactive"
"3204","ZNF182","47863376",48003977,"PC","brain_prefrontal_cortex","inactive","inactive"
"3205","ZNF182","47863376",48003977,"BR","brain","inactive","inactive"
"3206","ZNF182","47863376",48003977,"B1","brain10","inactive","inactive"
"3207","ZNF182","47863376",48003977,"B2","brain20","inactive","inactive"
"3208","ZNF182","47863376",48003977,"B7","brain7","inactive","inactive"
"3209","ZNF182","47863376",48003977,"WB","whole_blood","inactive","inactive"
"3210","ZNF182","47863376",48003977,"PM","PBMC","inactive","inactive"
"3211","ZNF182","47863376",48003977,"CB","cord_blood","inactive","inactive"
"3212","ZNF182","47863376",48003977,"BS","blood_spot","inactive","inactive"
"3213","ZNF182","47863376",48003977,"KT","kidney_tubule","inactive","inactive"
"3214","ZNF182","47863393",48003994,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3215","ZNF182","47863393",48003994,"BU","buccal","inactive","inactive"
"3216","ZNF182","47863393",48003994,"BC","buffy_coat","inactive","inactive"
"3217","ZNF182","47863393",48003994,"BL","blood","inactive","inactive"
"3218","ZNF182","47863393",48003994,"SA","saliva","inactive","inactive"
"3219","ZNF182","47863393",48003994,"KI","kidney","inactive","inactive"
"3220","ZNF182","47863393",48003994,"MU","muscle","inactive","inactive"
"3221","ZNF182","47863393",48003994,"SF","subcutaneous_fat","inactive","inactive"
"3222","ZNF182","47863393",48003994,"OM","omentum","inactive","inactive"
"3223","ZNF182","47863393",48003994,"ST","stomach","inactive","inactive"
"3224","ZNF182","47863393",48003994,"HA","hair","inactive","inactive"
"3225","ZNF182","47863393",48003994,"HE","heart","inactive","inactive"
"3226","ZNF182","47863393",48003994,"PA","pancreas","inactive","inactive"
"3227","ZNF182","47863393",48003994,"AD","adrenal","inactive","inactive"
"3228","ZNF182","47863393",48003994,"SL","spleen","inactive","inactive"
"3229","ZNF182","47863393",48003994,"LU","lung","inactive","inactive"
"3230","ZNF182","47863393",48003994,"LI","liver","inactive","inactive"
"3231","ZNF182","47863393",48003994,"PC","brain_prefrontal_cortex","inactive","inactive"
"3232","ZNF182","47863393",48003994,"BR","brain","inactive","inactive"
"3233","ZNF182","47863393",48003994,"B1","brain10","inactive","inactive"
"3234","ZNF182","47863393",48003994,"B2","brain20","inactive","inactive"
"3235","ZNF182","47863393",48003994,"B7","brain7","inactive","inactive"
"3236","ZNF182","47863393",48003994,"WB","whole_blood","inactive","inactive"
"3237","ZNF182","47863393",48003994,"PM","PBMC","inactive","inactive"
"3238","ZNF182","47863393",48003994,"CB","cord_blood","inactive","inactive"
"3239","ZNF182","47863393",48003994,"BS","blood_spot","inactive","inactive"
"3240","ZNF182","47863393",48003994,"KT","kidney_tubule","inactive","inactive"
"3241","SPACA5","47863733",48004335,"PB","peripheral_blood_leukocytes","inactive","variable"
"3242","SPACA5","47863733",48004335,"BU","buccal","inactive","variable"
"3243","SPACA5","47863733",48004335,"BC","buffy_coat","inactive","variable"
"3244","SPACA5","47863733",48004335,"BL","blood","variable","variable"
"3245","SPACA5","47863733",48004335,"SA","saliva","inactive","variable"
"3246","SPACA5","47863733",48004335,"KI","kidney","inactive","variable"
"3247","SPACA5","47863733",48004335,"MU","muscle","inactive","variable"
"3248","SPACA5","47863733",48004335,"SF","subcutaneous_fat","inactive","variable"
"3249","SPACA5","47863733",48004335,"OM","omentum","inactive","variable"
"3250","SPACA5","47863733",48004335,"ST","stomach","inactive","variable"
"3251","SPACA5","47863733",48004335,"HA","hair","inactive","variable"
"3252","SPACA5","47863733",48004335,"HE","heart","inactive","variable"
"3253","SPACA5","47863733",48004335,"PA","pancreas","inactive","variable"
"3254","SPACA5","47863733",48004335,"AD","adrenal","inactive","variable"
"3255","SPACA5","47863733",48004335,"SL","spleen","inactive","variable"
"3256","SPACA5","47863733",48004335,"LU","lung","inactive","variable"
"3257","SPACA5","47863733",48004335,"LI","liver","inactive","variable"
"3258","SPACA5","47863733",48004335,"PC","brain_prefrontal_cortex","inactive","variable"
"3259","SPACA5","47863733",48004335,"BR","brain","inactive","variable"
"3260","SPACA5","47863733",48004335,"B1","brain10","inactive","variable"
"3261","SPACA5","47863733",48004335,"B2","brain20","inactive","variable"
"3262","SPACA5","47863733",48004335,"B7","brain7","inactive","variable"
"3263","SPACA5","47863733",48004335,"WB","whole_blood","inactive","variable"
"3264","SPACA5","47863733",48004335,"PM","PBMC","inactive","variable"
"3265","SPACA5","47863733",48004335,"CB","cord_blood","inactive","variable"
"3266","SPACA5","47863733",48004335,"BS","blood_spot","inactive","variable"
"3267","SPACA5","47863733",48004335,"KT","kidney_tubule","inactive","variable"
"3268","ZNF630","47931000",48071633,"PB","peripheral_blood_leukocytes","variable","variable"
"3269","ZNF630","47931000",48071633,"BU","buccal","inactive","variable"
"3270","ZNF630","47931000",48071633,"BC","buffy_coat","variable","variable"
"3271","ZNF630","47931000",48071633,"BL","blood","inactive","variable"
"3272","ZNF630","47931000",48071633,"SA","saliva","inactive","variable"
"3273","ZNF630","47931000",48071633,"KI","kidney","inactive","variable"
"3274","ZNF630","47931000",48071633,"MU","muscle","inactive","variable"
"3275","ZNF630","47931000",48071633,"SF","subcutaneous_fat","inactive","variable"
"3276","ZNF630","47931000",48071633,"OM","omentum","inactive","variable"
"3277","ZNF630","47931000",48071633,"ST","stomach","inactive","variable"
"3278","ZNF630","47931000",48071633,"HA","hair","inactive","variable"
"3279","ZNF630","47931000",48071633,"HE","heart","inactive","variable"
"3280","ZNF630","47931000",48071633,"PA","pancreas","inactive","variable"
"3281","ZNF630","47931000",48071633,"AD","adrenal","inactive","variable"
"3282","ZNF630","47931000",48071633,"SL","spleen","inactive","variable"
"3283","ZNF630","47931000",48071633,"LU","lung","inactive","variable"
"3284","ZNF630","47931000",48071633,"LI","liver","inactive","variable"
"3285","ZNF630","47931000",48071633,"PC","brain_prefrontal_cortex","inactive","variable"
"3286","ZNF630","47931000",48071633,"BR","brain","inactive","variable"
"3287","ZNF630","47931000",48071633,"B1","brain10","inactive","variable"
"3288","ZNF630","47931000",48071633,"B2","brain20","inactive","variable"
"3289","ZNF630","47931000",48071633,"B7","brain7","inactive","variable"
"3290","ZNF630","47931000",48071633,"WB","whole_blood","inactive","variable"
"3291","ZNF630","47931000",48071633,"PM","PBMC","inactive","variable"
"3292","ZNF630","47931000",48071633,"CB","cord_blood","inactive","variable"
"3293","ZNF630","47931000",48071633,"BS","blood_spot","inactive","variable"
"3294","ZNF630","47931000",48071633,"KT","kidney_tubule","inactive","variable"
"3295","FTSJ1","48334548",48476160,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3296","FTSJ1","48334548",48476160,"BU","buccal","inactive","inactive"
"3297","FTSJ1","48334548",48476160,"BC","buffy_coat","inactive","inactive"
"3298","FTSJ1","48334548",48476160,"BL","blood","inactive","inactive"
"3299","FTSJ1","48334548",48476160,"SA","saliva","inactive","inactive"
"3300","FTSJ1","48334548",48476160,"KI","kidney","inactive","inactive"
"3301","FTSJ1","48334548",48476160,"MU","muscle","inactive","inactive"
"3302","FTSJ1","48334548",48476160,"SF","subcutaneous_fat","inactive","inactive"
"3303","FTSJ1","48334548",48476160,"OM","omentum","inactive","inactive"
"3304","FTSJ1","48334548",48476160,"ST","stomach","inactive","inactive"
"3305","FTSJ1","48334548",48476160,"HA","hair","inactive","inactive"
"3306","FTSJ1","48334548",48476160,"HE","heart","inactive","inactive"
"3307","FTSJ1","48334548",48476160,"PA","pancreas","inactive","inactive"
"3308","FTSJ1","48334548",48476160,"AD","adrenal","inactive","inactive"
"3309","FTSJ1","48334548",48476160,"SL","spleen","inactive","inactive"
"3310","FTSJ1","48334548",48476160,"LU","lung","inactive","inactive"
"3311","FTSJ1","48334548",48476160,"LI","liver","inactive","inactive"
"3312","FTSJ1","48334548",48476160,"PC","brain_prefrontal_cortex","inactive","inactive"
"3313","FTSJ1","48334548",48476160,"BR","brain","inactive","inactive"
"3314","FTSJ1","48334548",48476160,"B1","brain10","inactive","inactive"
"3315","FTSJ1","48334548",48476160,"B2","brain20","inactive","inactive"
"3316","FTSJ1","48334548",48476160,"B7","brain7","inactive","inactive"
"3317","FTSJ1","48334548",48476160,"WB","whole_blood","inactive","inactive"
"3318","FTSJ1","48334548",48476160,"PM","PBMC","inactive","inactive"
"3319","FTSJ1","48334548",48476160,"CB","cord_blood","inactive","inactive"
"3320","FTSJ1","48334548",48476160,"BS","blood_spot","inactive","inactive"
"3321","FTSJ1","48334548",48476160,"KT","kidney_tubule","inactive","inactive"
"3322","PORCN","48367370",48508982,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3323","PORCN","48367370",48508982,"BU","buccal","inactive","inactive"
"3324","PORCN","48367370",48508982,"BC","buffy_coat","inactive","inactive"
"3325","PORCN","48367370",48508982,"BL","blood","inactive","inactive"
"3326","PORCN","48367370",48508982,"SA","saliva","inactive","inactive"
"3327","PORCN","48367370",48508982,"KI","kidney","inactive","inactive"
"3328","PORCN","48367370",48508982,"MU","muscle","inactive","inactive"
"3329","PORCN","48367370",48508982,"SF","subcutaneous_fat","inactive","inactive"
"3330","PORCN","48367370",48508982,"OM","omentum","inactive","inactive"
"3331","PORCN","48367370",48508982,"ST","stomach","inactive","inactive"
"3332","PORCN","48367370",48508982,"HA","hair","inactive","inactive"
"3333","PORCN","48367370",48508982,"HE","heart","inactive","inactive"
"3334","PORCN","48367370",48508982,"PA","pancreas","inactive","inactive"
"3335","PORCN","48367370",48508982,"AD","adrenal","inactive","inactive"
"3336","PORCN","48367370",48508982,"SL","spleen","inactive","inactive"
"3337","PORCN","48367370",48508982,"LU","lung","inactive","inactive"
"3338","PORCN","48367370",48508982,"LI","liver","inactive","inactive"
"3339","PORCN","48367370",48508982,"PC","brain_prefrontal_cortex","inactive","inactive"
"3340","PORCN","48367370",48508982,"BR","brain","inactive","inactive"
"3341","PORCN","48367370",48508982,"B1","brain10","inactive","inactive"
"3342","PORCN","48367370",48508982,"B2","brain20","inactive","inactive"
"3343","PORCN","48367370",48508982,"B7","brain7","inactive","inactive"
"3344","PORCN","48367370",48508982,"WB","whole_blood","inactive","inactive"
"3345","PORCN","48367370",48508982,"PM","PBMC","inactive","inactive"
"3346","PORCN","48367370",48508982,"CB","cord_blood","inactive","inactive"
"3347","PORCN","48367370",48508982,"BS","blood_spot","inactive","inactive"
"3348","PORCN","48367370",48508982,"KT","kidney_tubule","inactive","inactive"
"3349","EBP","48380163",48521775,"PB","peripheral_blood_leukocytes","inactive","variable"
"3350","EBP","48380163",48521775,"BU","buccal","inactive","variable"
"3351","EBP","48380163",48521775,"BC","buffy_coat","inactive","variable"
"3352","EBP","48380163",48521775,"BL","blood","inactive","variable"
"3353","EBP","48380163",48521775,"SA","saliva","inactive","variable"
"3354","EBP","48380163",48521775,"KI","kidney","inactive","variable"
"3355","EBP","48380163",48521775,"MU","muscle","inactive","variable"
"3356","EBP","48380163",48521775,"SF","subcutaneous_fat","inactive","variable"
"3357","EBP","48380163",48521775,"OM","omentum","inactive","variable"
"3358","EBP","48380163",48521775,"ST","stomach","inactive","variable"
"3359","EBP","48380163",48521775,"HA","hair","inactive","variable"
"3360","EBP","48380163",48521775,"HE","heart","inactive","variable"
"3361","EBP","48380163",48521775,"PA","pancreas","inactive","variable"
"3362","EBP","48380163",48521775,"AD","adrenal","inactive","variable"
"3363","EBP","48380163",48521775,"SL","spleen","inactive","variable"
"3364","EBP","48380163",48521775,"LU","lung","inactive","variable"
"3365","EBP","48380163",48521775,"LI","liver","inactive","variable"
"3366","EBP","48380163",48521775,"PC","brain_prefrontal_cortex","inactive","variable"
"3367","EBP","48380163",48521775,"BR","brain","uncalled","variable"
"3368","EBP","48380163",48521775,"B1","brain10","inactive","variable"
"3369","EBP","48380163",48521775,"B2","brain20","inactive","variable"
"3370","EBP","48380163",48521775,"B7","brain7","inactive","variable"
"3371","EBP","48380163",48521775,"WB","whole_blood","inactive","variable"
"3372","EBP","48380163",48521775,"PM","PBMC","inactive","variable"
"3373","EBP","48380163",48521775,"CB","cord_blood","inactive","variable"
"3374","EBP","48380163",48521775,"BS","blood_spot","inactive","variable"
"3375","EBP","48380163",48521775,"KT","kidney_tubule","inactive","variable"
"3376","TBC1D25","48398074",48539686,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3377","TBC1D25","48398074",48539686,"BU","buccal","inactive","inactive"
"3378","TBC1D25","48398074",48539686,"BC","buffy_coat","inactive","inactive"
"3379","TBC1D25","48398074",48539686,"BL","blood","inactive","inactive"
"3380","TBC1D25","48398074",48539686,"SA","saliva","inactive","inactive"
"3381","TBC1D25","48398074",48539686,"KI","kidney","inactive","inactive"
"3382","TBC1D25","48398074",48539686,"MU","muscle","inactive","inactive"
"3383","TBC1D25","48398074",48539686,"SF","subcutaneous_fat","inactive","inactive"
"3384","TBC1D25","48398074",48539686,"OM","omentum","inactive","inactive"
"3385","TBC1D25","48398074",48539686,"ST","stomach","inactive","inactive"
"3386","TBC1D25","48398074",48539686,"HA","hair","inactive","inactive"
"3387","TBC1D25","48398074",48539686,"HE","heart","inactive","inactive"
"3388","TBC1D25","48398074",48539686,"PA","pancreas","inactive","inactive"
"3389","TBC1D25","48398074",48539686,"AD","adrenal","inactive","inactive"
"3390","TBC1D25","48398074",48539686,"SL","spleen","inactive","inactive"
"3391","TBC1D25","48398074",48539686,"LU","lung","inactive","inactive"
"3392","TBC1D25","48398074",48539686,"LI","liver","inactive","inactive"
"3393","TBC1D25","48398074",48539686,"PC","brain_prefrontal_cortex","inactive","inactive"
"3394","TBC1D25","48398074",48539686,"BR","brain","inactive","inactive"
"3395","TBC1D25","48398074",48539686,"B1","brain10","inactive","inactive"
"3396","TBC1D25","48398074",48539686,"B2","brain20","inactive","inactive"
"3397","TBC1D25","48398074",48539686,"B7","brain7","inactive","inactive"
"3398","TBC1D25","48398074",48539686,"WB","whole_blood","inactive","inactive"
"3399","TBC1D25","48398074",48539686,"PM","PBMC","inactive","inactive"
"3400","TBC1D25","48398074",48539686,"CB","cord_blood","inactive","inactive"
"3401","TBC1D25","48398074",48539686,"BS","blood_spot","inactive","inactive"
"3402","TBC1D25","48398074",48539686,"KT","kidney_tubule","inactive","inactive"
"3403","TBC1D25","48398099",48539711,"PB","peripheral_blood_leukocytes","inactive","inactive"
"3404","TBC1D25","48398099",48539711,"BU","buccal","inactive","inactive"
"3405","TBC1D25","48398099",48539711,"BC","buffy_coat","inactive","inactive"
"3406","TBC1D25","48398099",48539711,"BL","blood","inactive","inactive"
"3407","TBC1D25","48398099",48539711,"SA","saliva","inactive","inactive"
"3408","TBC1D25","48398099",48539711,"KI","kidney","inactive","inactive"
"3409","TBC1D25","48398099",48539711,"MU","muscle","inactive","inactive"
"3410","TBC1D25","48398099",48539711,"SF","subcutaneous_fat","inactive","inactive"
"3411","TBC1D25","48398099",48539711,"OM","omentum","inactive","inactive"
"3412","TBC1D25","48398099",48539711,"ST","stomach","inactive","inactive"
"3413","TBC1D25","48398099",48539711,"HA","hair","inactive","inactive"
"3414","TBC1D25","48398099",48539711,"HE","heart","inactive","inactive"
"3415","TBC1D25","48398099",48539711,"PA","pancreas","inactive","inactive"
"3416","TBC1D25","48398099",48539711,"AD","adrenal","inactive","inactive"
"3417","TBC1D25","48398099",48539711,"SL","spleen","inactive","inactive"
"3418","TBC1D25","48398099",48539711,"LU","lung","inactive","inactive"
"3419","TBC1D25","48398099",48539711,"LI","liver","inactive","inactive"
"3420","TBC1D25","48398099",48539711,"PC","brain_prefrontal_cortex","inactive","inactive"
"3421","TBC1D25","48398099",48539711,"BR","brain","inactive","inactive"
"3422","TBC1D25","48398099",48539711,"B1","brain10","inactive","inactive"
"3423","TBC1D25","48398099",48539711,"B2","brain20","inactive","inactive"
"3424","TBC1D25","48398099",48539711,"B7","brain7","inactive","inactive"
"3425","TBC1D25","48398099",48539711,"WB","whole_blood","inactive","inactive"
"3426","TBC1D25","48398099",48539711,"PM","PBMC","inactive","inactive"
"3427","TBC1D25","48398099",48539711,"CB","cord_blood","inactive","inactive"
"3428","TBC1D25","48398099",48539711,"BS","blood_spot","inactive","inactive"
"3429","TBC1D25","48398099",48539711,"KT","kidney_tubule","inactive","inactive"
"3430","RBM3","48432740",48574352,"PB","peripheral_blood_leukocytes","inactive","inactive"
