"","GENE","POS_HG19","POS","TISS","FULL_TISS","TISS_STATE","STATUS"
"1","GYG2","2746862",2828821,"PB","peripheral_blood_leukocytes","escape","escape"
"2","GYG2","2746862",2828821,"BU","buccal","escape","escape"
"3","GYG2","2746862",2828821,"BC","buffy_coat","escape","escape"
"4","GYG2","2746862",2828821,"BL","blood","escape","escape"
"5","GYG2","2746862",2828821,"SA","saliva","escape","escape"
"6","GYG2","2746862",2828821,"KI","kidney","escape","escape"
"7","GYG2","2746862",2828821,"MU","muscle","escape","escape"
"8","GYG2","2746862",2828821,"SF","subcutaneous_fat","escape","escape"
"9","GYG2","2746862",2828821,"OM","omentum","escape","escape"
"10","GYG2","2746862",2828821,"ST","stomach","escape","escape"
"11","GYG2","2746862",2828821,"HA","hair","escape","escape"
"12","GYG2","2746862",2828821,"HE","heart","escape","escape"
"13","GYG2","2746862",2828821,"PA","pancreas","escape","escape"
"14","GYG2","2746862",2828821,"AD","adrenal","escape","escape"
"15","GYG2","2746862",2828821,"SL","spleen","escape","escape"
"16","GYG2","2746862",2828821,"LU","lung","escape","escape"
"17","GYG2","2746862",2828821,"LI","liver","escape","escape"
"18","GYG2","2746862",2828821,"PC","brain_prefrontal_cortex","escape","escape"
"19","GYG2","2746862",2828821,"BR","brain","escape","escape"
"20","GYG2","2746862",2828821,"B1","brain10","escape","escape"
"21","GYG2","2746862",2828821,"B2","brain20","escape","escape"
"22","GYG2","2746862",2828821,"B7","brain7","escape","escape"
"23","GYG2","2746862",2828821,"WB","whole_blood","escape","escape"
"24","GYG2","2746862",2828821,"PM","PBMC","escape","escape"
"25","GYG2","2746862",2828821,"CB","cord_blood","escape","escape"
"26","GYG2","2746862",2828821,"BS","blood_spot","escape","escape"
"27","GYG2","2746862",2828821,"KT","kidney_tubule","escape","escape"
"28","ARSD","2847415",2929374,"PB","peripheral_blood_leukocytes","escape","escape"
"29","ARSD","2847415",2929374,"BU","buccal","escape","escape"
"30","ARSD","2847415",2929374,"BC","buffy_coat","escape","escape"
"31","ARSD","2847415",2929374,"BL","blood","escape","escape"
"32","ARSD","2847415",2929374,"SA","saliva","escape","escape"
"33","ARSD","2847415",2929374,"KI","kidney","escape","escape"
"34","ARSD","2847415",2929374,"MU","muscle","escape","escape"
"35","ARSD","2847415",2929374,"SF","subcutaneous_fat","escape","escape"
"36","ARSD","2847415",2929374,"OM","omentum","escape","escape"
"37","ARSD","2847415",2929374,"ST","stomach","escape","escape"
"38","ARSD","2847415",2929374,"HA","hair","escape","escape"
"39","ARSD","2847415",2929374,"HE","heart","escape","escape"
"40","ARSD","2847415",2929374,"PA","pancreas","escape","escape"
"41","ARSD","2847415",2929374,"AD","adrenal","escape","escape"
"42","ARSD","2847415",2929374,"SL","spleen","escape","escape"
"43","ARSD","2847415",2929374,"LU","lung","escape","escape"
"44","ARSD","2847415",2929374,"LI","liver","escape","escape"
"45","ARSD","2847415",2929374,"PC","brain_prefrontal_cortex","escape","escape"
"46","ARSD","2847415",2929374,"BR","brain","escape","escape"
"47","ARSD","2847415",2929374,"B1","brain10","escape","escape"
"48","ARSD","2847415",2929374,"B2","brain20","escape","escape"
"49","ARSD","2847415",2929374,"B7","brain7","escape","escape"
"50","ARSD","2847415",2929374,"WB","whole_blood","escape","escape"
"51","ARSD","2847415",2929374,"PM","PBMC","escape","escape"
"52","ARSD","2847415",2929374,"CB","cord_blood","escape","escape"
"53","ARSD","2847415",2929374,"BS","blood_spot","escape","escape"
"54","ARSD","2847415",2929374,"KT","kidney_tubule","escape","escape"
"55","MXRA5","3264683",3346642,"PB","peripheral_blood_leukocytes","escape","escape"
"56","MXRA5","3264683",3346642,"BU","buccal","escape","escape"
"57","MXRA5","3264683",3346642,"BC","buffy_coat","escape","escape"
"58","MXRA5","3264683",3346642,"BL","blood","escape","escape"
"59","MXRA5","3264683",3346642,"SA","saliva","escape","escape"
"60","MXRA5","3264683",3346642,"KI","kidney","escape","escape"
"61","MXRA5","3264683",3346642,"MU","muscle","escape","escape"
"62","MXRA5","3264683",3346642,"SF","subcutaneous_fat","escape","escape"
"63","MXRA5","3264683",3346642,"OM","omentum","escape","escape"
"64","MXRA5","3264683",3346642,"ST","stomach","escape","escape"
"65","MXRA5","3264683",3346642,"HA","hair","escape","escape"
"66","MXRA5","3264683",3346642,"HE","heart","escape","escape"
"67","MXRA5","3264683",3346642,"PA","pancreas","escape","escape"
"68","MXRA5","3264683",3346642,"AD","adrenal","escape","escape"
"69","MXRA5","3264683",3346642,"SL","spleen","escape","escape"
"70","MXRA5","3264683",3346642,"LU","lung","escape","escape"
"71","MXRA5","3264683",3346642,"LI","liver","escape","escape"
"72","MXRA5","3264683",3346642,"PC","brain_prefrontal_cortex","escape","escape"
"73","MXRA5","3264683",3346642,"BR","brain","escape","escape"
"74","MXRA5","3264683",3346642,"B1","brain10","escape","escape"
"75","MXRA5","3264683",3346642,"B2","brain20","escape","escape"
"76","MXRA5","3264683",3346642,"B7","brain7","escape","escape"
"77","MXRA5","3264683",3346642,"WB","whole_blood","escape","escape"
"78","MXRA5","3264683",3346642,"PM","PBMC","escape","escape"
"79","MXRA5","3264683",3346642,"CB","cord_blood","escape","escape"
"80","MXRA5","3264683",3346642,"BS","blood_spot","escape","escape"
"81","MXRA5","3264683",3346642,"KT","kidney_tubule","escape","escape"
"82","PRKX","3631674",3713633,"PB","peripheral_blood_leukocytes","escape","escape"
"83","PRKX","3631674",3713633,"BU","buccal","escape","escape"
"84","PRKX","3631674",3713633,"BC","buffy_coat","escape","escape"
"85","PRKX","3631674",3713633,"BL","blood","escape","escape"
"86","PRKX","3631674",3713633,"SA","saliva","escape","escape"
"87","PRKX","3631674",3713633,"KI","kidney","escape","escape"
"88","PRKX","3631674",3713633,"MU","muscle","escape","escape"
"89","PRKX","3631674",3713633,"SF","subcutaneous_fat","escape","escape"
"90","PRKX","3631674",3713633,"OM","omentum","escape","escape"
"91","PRKX","3631674",3713633,"ST","stomach","escape","escape"
"92","PRKX","3631674",3713633,"HA","hair","escape","escape"
"93","PRKX","3631674",3713633,"HE","heart","escape","escape"
"94","PRKX","3631674",3713633,"PA","pancreas","escape","escape"
"95","PRKX","3631674",3713633,"AD","adrenal","escape","escape"
"96","PRKX","3631674",3713633,"SL","spleen","escape","escape"
"97","PRKX","3631674",3713633,"LU","lung","escape","escape"
"98","PRKX","3631674",3713633,"LI","liver","escape","escape"
"99","PRKX","3631674",3713633,"PC","brain_prefrontal_cortex","escape","escape"
"100","PRKX","3631674",3713633,"BR","brain","escape","escape"
"101","PRKX","3631674",3713633,"B1","brain10","escape","escape"
"102","PRKX","3631674",3713633,"B2","brain20","escape","escape"
"103","PRKX","3631674",3713633,"B7","brain7","escape","escape"
"104","PRKX","3631674",3713633,"WB","whole_blood","escape","escape"
"105","PRKX","3631674",3713633,"PM","PBMC","escape","escape"
"106","PRKX","3631674",3713633,"CB","cord_blood","escape","escape"
"107","PRKX","3631674",3713633,"BS","blood_spot","escape","escape"
"108","PRKX","3631674",3713633,"KT","kidney_tubule","escape","escape"
"109","NLGN4X","6145115",6227074,"PB","peripheral_blood_leukocytes","escape","escape"
"110","NLGN4X","6145115",6227074,"BU","buccal","escape","escape"
"111","NLGN4X","6145115",6227074,"BC","buffy_coat","escape","escape"
"112","NLGN4X","6145115",6227074,"BL","blood","escape","escape"
"113","NLGN4X","6145115",6227074,"SA","saliva","escape","escape"
"114","NLGN4X","6145115",6227074,"KI","kidney","escape","escape"
"115","NLGN4X","6145115",6227074,"MU","muscle","escape","escape"
"116","NLGN4X","6145115",6227074,"SF","subcutaneous_fat","escape","escape"
"117","NLGN4X","6145115",6227074,"OM","omentum","escape","escape"
"118","NLGN4X","6145115",6227074,"ST","stomach","escape","escape"
"119","NLGN4X","6145115",6227074,"HA","hair","escape","escape"
"120","NLGN4X","6145115",6227074,"HE","heart","escape","escape"
"121","NLGN4X","6145115",6227074,"PA","pancreas","escape","escape"
"122","NLGN4X","6145115",6227074,"AD","adrenal","escape","escape"
"123","NLGN4X","6145115",6227074,"SL","spleen","escape","escape"
"124","NLGN4X","6145115",6227074,"LU","lung","escape","escape"
"125","NLGN4X","6145115",6227074,"LI","liver","escape","escape"
"126","NLGN4X","6145115",6227074,"PC","brain_prefrontal_cortex","escape","escape"
"127","NLGN4X","6145115",6227074,"BR","brain","escape","escape"
"128","NLGN4X","6145115",6227074,"B1","brain10","escape","escape"
"129","NLGN4X","6145115",6227074,"B2","brain20","escape","escape"
"130","NLGN4X","6145115",6227074,"B7","brain7","escape","escape"
"131","NLGN4X","6145115",6227074,"WB","whole_blood","escape","escape"
"132","NLGN4X","6145115",6227074,"PM","PBMC","escape","escape"
"133","NLGN4X","6145115",6227074,"CB","cord_blood","escape","escape"
"134","NLGN4X","6145115",6227074,"BS","blood_spot","escape","escape"
"135","NLGN4X","6145115",6227074,"KT","kidney_tubule","escape","escape"
"136","NLGN4X","6145887",6227846,"PB","peripheral_blood_leukocytes","escape","escape"
"137","NLGN4X","6145887",6227846,"BU","buccal","escape","escape"
"138","NLGN4X","6145887",6227846,"BC","buffy_coat","escape","escape"
"139","NLGN4X","6145887",6227846,"BL","blood","escape","escape"
"140","NLGN4X","6145887",6227846,"SA","saliva","escape","escape"
"141","NLGN4X","6145887",6227846,"KI","kidney","escape","escape"
"142","NLGN4X","6145887",6227846,"MU","muscle","escape","escape"
"143","NLGN4X","6145887",6227846,"SF","subcutaneous_fat","escape","escape"
"144","NLGN4X","6145887",6227846,"OM","omentum","escape","escape"
"145","NLGN4X","6145887",6227846,"ST","stomach","escape","escape"
"146","NLGN4X","6145887",6227846,"HA","hair","escape","escape"
"147","NLGN4X","6145887",6227846,"HE","heart","escape","escape"
"148","NLGN4X","6145887",6227846,"PA","pancreas","escape","escape"
"149","NLGN4X","6145887",6227846,"AD","adrenal","escape","escape"
"150","NLGN4X","6145887",6227846,"SL","spleen","escape","escape"
"151","NLGN4X","6145887",6227846,"LU","lung","escape","escape"
"152","NLGN4X","6145887",6227846,"LI","liver","escape","escape"
"153","NLGN4X","6145887",6227846,"PC","brain_prefrontal_cortex","escape","escape"
"154","NLGN4X","6145887",6227846,"BR","brain","escape","escape"
"155","NLGN4X","6145887",6227846,"B1","brain10","escape","escape"
"156","NLGN4X","6145887",6227846,"B2","brain20","escape","escape"
"157","NLGN4X","6145887",6227846,"B7","brain7","escape","escape"
"158","NLGN4X","6145887",6227846,"WB","whole_blood","escape","escape"
"159","NLGN4X","6145887",6227846,"PM","PBMC","escape","escape"
"160","NLGN4X","6145887",6227846,"CB","cord_blood","escape","escape"
"161","NLGN4X","6145887",6227846,"BS","blood_spot","escape","escape"
"162","NLGN4X","6145887",6227846,"KT","kidney_tubule","escape","escape"
"163","NLGN4X","6146705",6228664,"PB","peripheral_blood_leukocytes","escape","escape"
"164","NLGN4X","6146705",6228664,"BU","buccal","escape","escape"
"165","NLGN4X","6146705",6228664,"BC","buffy_coat","escape","escape"
"166","NLGN4X","6146705",6228664,"BL","blood","escape","escape"
"167","NLGN4X","6146705",6228664,"SA","saliva","escape","escape"
"168","NLGN4X","6146705",6228664,"KI","kidney","escape","escape"
"169","NLGN4X","6146705",6228664,"MU","muscle","escape","escape"
"170","NLGN4X","6146705",6228664,"SF","subcutaneous_fat","escape","escape"
"171","NLGN4X","6146705",6228664,"OM","omentum","escape","escape"
"172","NLGN4X","6146705",6228664,"ST","stomach","escape","escape"
"173","NLGN4X","6146705",6228664,"HA","hair","escape","escape"
"174","NLGN4X","6146705",6228664,"HE","heart","escape","escape"
"175","NLGN4X","6146705",6228664,"PA","pancreas","escape","escape"
"176","NLGN4X","6146705",6228664,"AD","adrenal","escape","escape"
"177","NLGN4X","6146705",6228664,"SL","spleen","escape","escape"
"178","NLGN4X","6146705",6228664,"LU","lung","escape","escape"
"179","NLGN4X","6146705",6228664,"LI","liver","escape","escape"
"180","NLGN4X","6146705",6228664,"PC","brain_prefrontal_cortex","escape","escape"
"181","NLGN4X","6146705",6228664,"BR","brain","escape","escape"
"182","NLGN4X","6146705",6228664,"B1","brain10","escape","escape"
"183","NLGN4X","6146705",6228664,"B2","brain20","escape","escape"
"184","NLGN4X","6146705",6228664,"B7","brain7","escape","escape"
"185","NLGN4X","6146705",6228664,"WB","whole_blood","escape","escape"
"186","NLGN4X","6146705",6228664,"PM","PBMC","escape","escape"
"187","NLGN4X","6146705",6228664,"CB","cord_blood","escape","escape"
"188","NLGN4X","6146705",6228664,"BS","blood_spot","escape","escape"
"189","NLGN4X","6146705",6228664,"KT","kidney_tubule","escape","escape"
"190","STS","7066047",7148006,"PB","peripheral_blood_leukocytes","escape","escape"
"191","STS","7066047",7148006,"BU","buccal","escape","escape"
"192","STS","7066047",7148006,"BC","buffy_coat","escape","escape"
"193","STS","7066047",7148006,"BL","blood","escape","escape"
"194","STS","7066047",7148006,"SA","saliva","escape","escape"
"195","STS","7066047",7148006,"KI","kidney","escape","escape"
"196","STS","7066047",7148006,"MU","muscle","escape","escape"
"197","STS","7066047",7148006,"SF","subcutaneous_fat","escape","escape"
"198","STS","7066047",7148006,"OM","omentum","escape","escape"
"199","STS","7066047",7148006,"ST","stomach","escape","escape"
"200","STS","7066047",7148006,"HA","hair","escape","escape"
"201","STS","7066047",7148006,"HE","heart","escape","escape"
"202","STS","7066047",7148006,"PA","pancreas","escape","escape"
"203","STS","7066047",7148006,"AD","adrenal","escape","escape"
"204","STS","7066047",7148006,"SL","spleen","escape","escape"
"205","STS","7066047",7148006,"LU","lung","escape","escape"
"206","STS","7066047",7148006,"LI","liver","escape","escape"
"207","STS","7066047",7148006,"PC","brain_prefrontal_cortex","escape","escape"
"208","STS","7066047",7148006,"BR","brain","escape","escape"
"209","STS","7066047",7148006,"B1","brain10","escape","escape"
"210","STS","7066047",7148006,"B2","brain20","escape","escape"
"211","STS","7066047",7148006,"B7","brain7","escape","escape"
"212","STS","7066047",7148006,"WB","whole_blood","escape","escape"
"213","STS","7066047",7148006,"PM","PBMC","escape","escape"
"214","STS","7066047",7148006,"CB","cord_blood","escape","escape"
"215","STS","7066047",7148006,"BS","blood_spot","escape","escape"
"216","STS","7066047",7148006,"KT","kidney_tubule","escape","escape"
"217","HDHD1","7066230",7148189,"PB","peripheral_blood_leukocytes","escape","escape"
"218","HDHD1","7066230",7148189,"BU","buccal","escape","escape"
"219","HDHD1","7066230",7148189,"BC","buffy_coat","escape","escape"
"220","HDHD1","7066230",7148189,"BL","blood","escape","escape"
"221","HDHD1","7066230",7148189,"SA","saliva","escape","escape"
"222","HDHD1","7066230",7148189,"KI","kidney","escape","escape"
"223","HDHD1","7066230",7148189,"MU","muscle","escape","escape"
"224","HDHD1","7066230",7148189,"SF","subcutaneous_fat","escape","escape"
"225","HDHD1","7066230",7148189,"OM","omentum","escape","escape"
"226","HDHD1","7066230",7148189,"ST","stomach","escape","escape"
"227","HDHD1","7066230",7148189,"HA","hair","escape","escape"
"228","HDHD1","7066230",7148189,"HE","heart","escape","escape"
"229","HDHD1","7066230",7148189,"PA","pancreas","escape","escape"
"230","HDHD1","7066230",7148189,"AD","adrenal","escape","escape"
"231","HDHD1","7066230",7148189,"SL","spleen","escape","escape"
"232","HDHD1","7066230",7148189,"LU","lung","escape","escape"
"233","HDHD1","7066230",7148189,"LI","liver","escape","escape"
"234","HDHD1","7066230",7148189,"PC","brain_prefrontal_cortex","escape","escape"
"235","HDHD1","7066230",7148189,"BR","brain","escape","escape"
"236","HDHD1","7066230",7148189,"B1","brain10","escape","escape"
"237","HDHD1","7066230",7148189,"B2","brain20","escape","escape"
"238","HDHD1","7066230",7148189,"B7","brain7","escape","escape"
"239","HDHD1","7066230",7148189,"WB","whole_blood","escape","escape"
"240","HDHD1","7066230",7148189,"PM","PBMC","escape","escape"
"241","HDHD1","7066230",7148189,"CB","cord_blood","escape","escape"
"242","HDHD1","7066230",7148189,"BS","blood_spot","escape","escape"
"243","HDHD1","7066230",7148189,"KT","kidney_tubule","escape","escape"
"244","PNPLA4","7895474",7927433,"PB","peripheral_blood_leukocytes","escape","escape"
"245","PNPLA4","7895474",7927433,"BU","buccal","escape","escape"
"246","PNPLA4","7895474",7927433,"BC","buffy_coat","escape","escape"
"247","PNPLA4","7895474",7927433,"BL","blood","escape","escape"
"248","PNPLA4","7895474",7927433,"SA","saliva","escape","escape"
"249","PNPLA4","7895474",7927433,"KI","kidney","escape","escape"
"250","PNPLA4","7895474",7927433,"MU","muscle","escape","escape"
"251","PNPLA4","7895474",7927433,"SF","subcutaneous_fat","escape","escape"
"252","PNPLA4","7895474",7927433,"OM","omentum","escape","escape"
"253","PNPLA4","7895474",7927433,"ST","stomach","escape","escape"
"254","PNPLA4","7895474",7927433,"HA","hair","escape","escape"
"255","PNPLA4","7895474",7927433,"HE","heart","escape","escape"
"256","PNPLA4","7895474",7927433,"PA","pancreas","escape","escape"
"257","PNPLA4","7895474",7927433,"AD","adrenal","escape","escape"
"258","PNPLA4","7895474",7927433,"SL","spleen","escape","escape"
"259","PNPLA4","7895474",7927433,"LU","lung","escape","escape"
"260","PNPLA4","7895474",7927433,"LI","liver","escape","escape"
"261","PNPLA4","7895474",7927433,"PC","brain_prefrontal_cortex","escape","escape"
"262","PNPLA4","7895474",7927433,"BR","brain","escape","escape"
"263","PNPLA4","7895474",7927433,"B1","brain10","escape","escape"
"264","PNPLA4","7895474",7927433,"B2","brain20","escape","escape"
"265","PNPLA4","7895474",7927433,"B7","brain7","escape","escape"
"266","PNPLA4","7895474",7927433,"WB","whole_blood","escape","escape"
"267","PNPLA4","7895474",7927433,"PM","PBMC","escape","escape"
"268","PNPLA4","7895474",7927433,"CB","cord_blood","escape","escape"
"269","PNPLA4","7895474",7927433,"BS","blood_spot","escape","escape"
"270","PNPLA4","7895474",7927433,"KT","kidney_tubule","escape","escape"
"271","KAL1","8700226",8732185,"PB","peripheral_blood_leukocytes","escape","escape"
"272","KAL1","8700226",8732185,"BU","buccal","escape","escape"
"273","KAL1","8700226",8732185,"BC","buffy_coat","escape","escape"
"274","KAL1","8700226",8732185,"BL","blood","escape","escape"
"275","KAL1","8700226",8732185,"SA","saliva","escape","escape"
"276","KAL1","8700226",8732185,"KI","kidney","escape","escape"
"277","KAL1","8700226",8732185,"MU","muscle","escape","escape"
"278","KAL1","8700226",8732185,"SF","subcutaneous_fat","escape","escape"
"279","KAL1","8700226",8732185,"OM","omentum","escape","escape"
"280","KAL1","8700226",8732185,"ST","stomach","escape","escape"
"281","KAL1","8700226",8732185,"HA","hair","escape","escape"
"282","KAL1","8700226",8732185,"HE","heart","escape","escape"
"283","KAL1","8700226",8732185,"PA","pancreas","escape","escape"
"284","KAL1","8700226",8732185,"AD","adrenal","escape","escape"
"285","KAL1","8700226",8732185,"SL","spleen","escape","escape"
"286","KAL1","8700226",8732185,"LU","lung","escape","escape"
"287","KAL1","8700226",8732185,"LI","liver","escape","escape"
"288","KAL1","8700226",8732185,"PC","brain_prefrontal_cortex","escape","escape"
"289","KAL1","8700226",8732185,"BR","brain","escape","escape"
"290","KAL1","8700226",8732185,"B1","brain10","escape","escape"
"291","KAL1","8700226",8732185,"B2","brain20","escape","escape"
"292","KAL1","8700226",8732185,"B7","brain7","escape","escape"
"293","KAL1","8700226",8732185,"WB","whole_blood","escape","escape"
"294","KAL1","8700226",8732185,"PM","PBMC","escape","escape"
"295","KAL1","8700226",8732185,"CB","cord_blood","escape","escape"
"296","KAL1","8700226",8732185,"BS","blood_spot","escape","escape"
"297","KAL1","8700226",8732185,"KT","kidney_tubule","escape","escape"
"298","TBL1X","9431334",9463294,"PB","peripheral_blood_leukocytes","escape","escape"
"299","TBL1X","9431334",9463294,"BU","buccal","escape","escape"
"300","TBL1X","9431334",9463294,"BC","buffy_coat","escape","escape"
"301","TBL1X","9431334",9463294,"BL","blood","escape","escape"
"302","TBL1X","9431334",9463294,"SA","saliva","escape","escape"
"303","TBL1X","9431334",9463294,"KI","kidney","escape","escape"
"304","TBL1X","9431334",9463294,"MU","muscle","escape","escape"
"305","TBL1X","9431334",9463294,"SF","subcutaneous_fat","escape","escape"
"306","TBL1X","9431334",9463294,"OM","omentum","escape","escape"
"307","TBL1X","9431334",9463294,"ST","stomach","escape","escape"
"308","TBL1X","9431334",9463294,"HA","hair","escape","escape"
"309","TBL1X","9431334",9463294,"HE","heart","escape","escape"
"310","TBL1X","9431334",9463294,"PA","pancreas","escape","escape"
"311","TBL1X","9431334",9463294,"AD","adrenal","escape","escape"
"312","TBL1X","9431334",9463294,"SL","spleen","escape","escape"
"313","TBL1X","9431334",9463294,"LU","lung","escape","escape"
"314","TBL1X","9431334",9463294,"LI","liver","escape","escape"
"315","TBL1X","9431334",9463294,"PC","brain_prefrontal_cortex","escape","escape"
"316","TBL1X","9431334",9463294,"BR","brain","escape","escape"
"317","TBL1X","9431334",9463294,"B1","brain10","escape","escape"
"318","TBL1X","9431334",9463294,"B2","brain20","escape","escape"
"319","TBL1X","9431334",9463294,"B7","brain7","escape","escape"
"320","TBL1X","9431334",9463294,"WB","whole_blood","escape","escape"
"321","TBL1X","9431334",9463294,"PM","PBMC","escape","escape"
"322","TBL1X","9431334",9463294,"CB","cord_blood","escape","escape"
"323","TBL1X","9431334",9463294,"BS","blood_spot","escape","escape"
"324","TBL1X","9431334",9463294,"KT","kidney_tubule","escape","escape"
"325","TBL1X","9433200",9465160,"PB","peripheral_blood_leukocytes","variable","variable"
"326","TBL1X","9433200",9465160,"BU","buccal","escape","variable"
"327","TBL1X","9433200",9465160,"BC","buffy_coat","variable","variable"
"328","TBL1X","9433200",9465160,"BL","blood","escape","variable"
"329","TBL1X","9433200",9465160,"SA","saliva","escape","variable"
"330","TBL1X","9433200",9465160,"KI","kidney","escape","variable"
"331","TBL1X","9433200",9465160,"MU","muscle","escape","variable"
"332","TBL1X","9433200",9465160,"SF","subcutaneous_fat","escape","variable"
"333","TBL1X","9433200",9465160,"OM","omentum","escape","variable"
"334","TBL1X","9433200",9465160,"ST","stomach","escape","variable"
"335","TBL1X","9433200",9465160,"HA","hair","escape","variable"
"336","TBL1X","9433200",9465160,"HE","heart","escape","variable"
"337","TBL1X","9433200",9465160,"PA","pancreas","escape","variable"
"338","TBL1X","9433200",9465160,"AD","adrenal","escape","variable"
"339","TBL1X","9433200",9465160,"SL","spleen","escape","variable"
"340","TBL1X","9433200",9465160,"LU","lung","escape","variable"
"341","TBL1X","9433200",9465160,"LI","liver","escape","variable"
"342","TBL1X","9433200",9465160,"PC","brain_prefrontal_cortex","escape","variable"
"343","TBL1X","9433200",9465160,"BR","brain","escape","variable"
"344","TBL1X","9433200",9465160,"B1","brain10","escape","variable"
"345","TBL1X","9433200",9465160,"B2","brain20","escape","variable"
"346","TBL1X","9433200",9465160,"B7","brain7","escape","variable"
"347","TBL1X","9433200",9465160,"WB","whole_blood","variable","variable"
"348","TBL1X","9433200",9465160,"PM","PBMC","escape","variable"
"349","TBL1X","9433200",9465160,"CB","cord_blood","escape","variable"
"350","TBL1X","9433200",9465160,"BS","blood_spot","escape","variable"
"351","TBL1X","9433200",9465160,"KT","kidney_tubule","escape","variable"
"352","SHROOM2","9754495",9786455,"PB","peripheral_blood_leukocytes","variable","variable"
"353","SHROOM2","9754495",9786455,"BU","buccal","uncalled","variable"
"354","SHROOM2","9754495",9786455,"BC","buffy_coat","uncalled","variable"
"355","SHROOM2","9754495",9786455,"BL","blood","variable","variable"
"356","SHROOM2","9754495",9786455,"SA","saliva","uncalled","variable"
"357","SHROOM2","9754495",9786455,"KI","kidney","escape","variable"
"358","SHROOM2","9754495",9786455,"MU","muscle","escape","variable"
"359","SHROOM2","9754495",9786455,"SF","subcutaneous_fat","escape","variable"
"360","SHROOM2","9754495",9786455,"OM","omentum","uncalled","variable"
"361","SHROOM2","9754495",9786455,"ST","stomach","escape","variable"
"362","SHROOM2","9754495",9786455,"HA","hair","escape","variable"
"363","SHROOM2","9754495",9786455,"HE","heart","escape","variable"
"364","SHROOM2","9754495",9786455,"PA","pancreas","escape","variable"
"365","SHROOM2","9754495",9786455,"AD","adrenal","escape","variable"
"366","SHROOM2","9754495",9786455,"SL","spleen","uncalled","variable"
"367","SHROOM2","9754495",9786455,"LU","lung","escape","variable"
"368","SHROOM2","9754495",9786455,"LI","liver","variable","variable"
"369","SHROOM2","9754495",9786455,"PC","brain_prefrontal_cortex","escape","variable"
"370","SHROOM2","9754495",9786455,"BR","brain","escape","variable"
"371","SHROOM2","9754495",9786455,"B1","brain10","escape","variable"
"372","SHROOM2","9754495",9786455,"B2","brain20","escape","variable"
"373","SHROOM2","9754495",9786455,"B7","brain7","escape","variable"
"374","SHROOM2","9754495",9786455,"WB","whole_blood","variable","variable"
"375","SHROOM2","9754495",9786455,"PM","PBMC","uncalled","variable"
"376","SHROOM2","9754495",9786455,"CB","cord_blood","variable","variable"
"377","SHROOM2","9754495",9786455,"BS","blood_spot","escape","variable"
"378","SHROOM2","9754495",9786455,"KT","kidney_tubule","variable","variable"
"379","WWC3","9983794",10015754,"PB","peripheral_blood_leukocytes","variable","variable"
"380","WWC3","9983794",10015754,"BU","buccal","variable","variable"
"381","WWC3","9983794",10015754,"BC","buffy_coat","variable","variable"
"382","WWC3","9983794",10015754,"BL","blood","inactive","variable"
"383","WWC3","9983794",10015754,"SA","saliva","inactive","variable"
"384","WWC3","9983794",10015754,"KI","kidney","inactive","variable"
"385","WWC3","9983794",10015754,"MU","muscle","inactive","variable"
"386","WWC3","9983794",10015754,"SF","subcutaneous_fat","variable","variable"
"387","WWC3","9983794",10015754,"OM","omentum","inactive","variable"
"388","WWC3","9983794",10015754,"ST","stomach","inactive","variable"
"389","WWC3","9983794",10015754,"HA","hair","inactive","variable"
"390","WWC3","9983794",10015754,"HE","heart","inactive","variable"
"391","WWC3","9983794",10015754,"PA","pancreas","uncalled","variable"
"392","WWC3","9983794",10015754,"AD","adrenal","inactive","variable"
"393","WWC3","9983794",10015754,"SL","spleen","inactive","variable"
"394","WWC3","9983794",10015754,"LU","lung","inactive","variable"
"395","WWC3","9983794",10015754,"LI","liver","inactive","variable"
"396","WWC3","9983794",10015754,"PC","brain_prefrontal_cortex","inactive","variable"
"397","WWC3","9983794",10015754,"BR","brain","inactive","variable"
"398","WWC3","9983794",10015754,"B1","brain10","inactive","variable"
"399","WWC3","9983794",10015754,"B2","brain20","inactive","variable"
"400","WWC3","9983794",10015754,"B7","brain7","inactive","variable"
"401","WWC3","9983794",10015754,"WB","whole_blood","inactive","variable"
"402","WWC3","9983794",10015754,"PM","PBMC","inactive","variable"
"403","WWC3","9983794",10015754,"CB","cord_blood","inactive","variable"
"404","WWC3","9983794",10015754,"BS","blood_spot","variable","variable"
"405","WWC3","9983794",10015754,"KT","kidney_tubule","inactive","variable"
"406","AY660578","11129257",11111137,"PB","peripheral_blood_leukocytes","inactive","inactive"
"407","AY660578","11129257",11111137,"BU","buccal","inactive","inactive"
"408","AY660578","11129257",11111137,"BC","buffy_coat","inactive","inactive"
"409","AY660578","11129257",11111137,"BL","blood","inactive","inactive"
"410","AY660578","11129257",11111137,"SA","saliva","inactive","inactive"
"411","AY660578","11129257",11111137,"KI","kidney","inactive","inactive"
"412","AY660578","11129257",11111137,"MU","muscle","inactive","inactive"
"413","AY660578","11129257",11111137,"SF","subcutaneous_fat","inactive","inactive"
"414","AY660578","11129257",11111137,"OM","omentum","inactive","inactive"
"415","AY660578","11129257",11111137,"ST","stomach","inactive","inactive"
"416","AY660578","11129257",11111137,"HA","hair","inactive","inactive"
"417","AY660578","11129257",11111137,"HE","heart","inactive","inactive"
"418","AY660578","11129257",11111137,"PA","pancreas","inactive","inactive"
"419","AY660578","11129257",11111137,"AD","adrenal","inactive","inactive"
"420","AY660578","11129257",11111137,"SL","spleen","inactive","inactive"
