gene,samp_state,sample,start
APOO,inactive,kidney_tubule,23907939
CXorf58,inactive,peripheral_blood_leukocytes,23908005
CXorf58,inactive,buccal,23908005
CXorf58,inactive,buffy_coat,23908005
CXorf58,inactive,blood,23908005
CXorf58,inactive,saliva,23908005
CXorf58,inactive,kidney,23908005
CXorf58,inactive,muscle,23908005
CXorf58,inactive,subcutaneous_fat,23908005
CXorf58,inactive,omentum,23908005
CXorf58,inactive,stomach,23908005
CXorf58,inactive,hair,23908005
CXorf58,inactive,heart,23908005
CXorf58,inactive,pancreas,23908005
CXorf58,inactive,adrenal,23908005
CXorf58,inactive,spleen,23908005
CXorf58,inactive,lung,23908005
CXorf58,inactive,liver,23908005
CXorf58,inactive,brain_prefrontal_cortex,23908005
CXorf58,inactive,brain,23908005
CXorf58,inactive,brain10,23908005
CXorf58,inactive,brain20,23908005
CXorf58,inactive,brain7,23908005
CXorf58,inactive,whole_blood,23908005
CXorf58,inactive,PBMC,23908005
CXorf58,inactive,cord_blood,23908005
CXorf58,inactive,blood_spot,23908005
CXorf58,inactive,kidney_tubule,23908005
EIF2S3,escape,peripheral_blood_leukocytes,24054947
EIF2S3,escape,buccal,24054947
EIF2S3,escape,buffy_coat,24054947
EIF2S3,escape,blood,24054947
EIF2S3,escape,saliva,24054947
EIF2S3,escape,kidney,24054947
EIF2S3,escape,muscle,24054947
EIF2S3,escape,subcutaneous_fat,24054947
EIF2S3,escape,omentum,24054947
EIF2S3,escape,stomach,24054947
EIF2S3,escape,hair,24054947
EIF2S3,escape,heart,24054947
EIF2S3,escape,pancreas,24054947
EIF2S3,escape,adrenal,24054947
EIF2S3,escape,spleen,24054947
EIF2S3,escape,lung,24054947
EIF2S3,escape,liver,24054947
EIF2S3,escape,brain_prefrontal_cortex,24054947
EIF2S3,escape,brain,24054947
EIF2S3,escape,brain10,24054947
EIF2S3,escape,brain20,24054947
EIF2S3,escape,brain7,24054947
EIF2S3,escape,whole_blood,24054947
EIF2S3,escape,PBMC,24054947
EIF2S3,escape,cord_blood,24054947
EIF2S3,escape,blood_spot,24054947
EIF2S3,escape,kidney_tubule,24054947
ZFX,escape,peripheral_blood_leukocytes,24149644
ZFX,escape,buccal,24149644
ZFX,escape,buffy_coat,24149644
ZFX,escape,blood,24149644
ZFX,escape,saliva,24149644
ZFX,escape,kidney,24149644
ZFX,escape,muscle,24149644
ZFX,escape,subcutaneous_fat,24149644
ZFX,escape,omentum,24149644
ZFX,escape,stomach,24149644
ZFX,escape,hair,24149644
ZFX,escape,heart,24149644
ZFX,escape,pancreas,24149644
ZFX,escape,adrenal,24149644
ZFX,escape,spleen,24149644
ZFX,escape,lung,24149644
ZFX,escape,liver,24149644
ZFX,escape,brain_prefrontal_cortex,24149644
ZFX,escape,brain,24149644
ZFX,escape,brain10,24149644
ZFX,escape,brain20,24149644
ZFX,escape,brain7,24149644
ZFX,escape,whole_blood,24149644
ZFX,escape,PBMC,24149644
ZFX,escape,cord_blood,24149644
ZFX,escape,blood_spot,24149644
ZFX,escape,kidney_tubule,24149644
PDK3,inactive,peripheral_blood_leukocytes,24465226
PDK3,inactive,buccal,24465226
PDK3,inactive,buffy_coat,24465226
PDK3,inactive,blood,24465226
PDK3,inactive,saliva,24465226
PDK3,inactive,kidney,24465226
PDK3,inactive,muscle,24465226
PDK3,inactive,subcutaneous_fat,24465226
PDK3,inactive,omentum,24465226
PDK3,inactive,stomach,24465226
PDK3,inactive,hair,24465226
PDK3,inactive,heart,24465226
PDK3,inactive,pancreas,24465226
PDK3,inactive,adrenal,24465226
PDK3,inactive,spleen,24465226
PDK3,inactive,lung,24465226
PDK3,inactive,liver,24465226
PDK3,inactive,brain_prefrontal_cortex,24465226
PDK3,inactive,brain,24465226
PDK3,inactive,brain10,24465226
PDK3,inactive,brain20,24465226
PDK3,inactive,brain7,24465226
PDK3,inactive,whole_blood,24465226
PDK3,inactive,PBMC,24465226
PDK3,inactive,cord_blood,24465226
PDK3,inactive,blood_spot,24465226
PDK3,inactive,kidney_tubule,24465226
PCYT1B,inactive,peripheral_blood_leukocytes,24647337
PCYT1B,inactive,buccal,24647337
PCYT1B,inactive,buffy_coat,24647337
PCYT1B,inactive,blood,24647337
PCYT1B,inactive,saliva,24647337
PCYT1B,inactive,kidney,24647337
PCYT1B,inactive,muscle,24647337
PCYT1B,inactive,subcutaneous_fat,24647337
PCYT1B,inactive,omentum,24647337
PCYT1B,inactive,stomach,24647337
PCYT1B,inactive,hair,24647337
PCYT1B,inactive,heart,24647337
PCYT1B,inactive,pancreas,24647337
PCYT1B,inactive,adrenal,24647337
PCYT1B,inactive,spleen,24647337
PCYT1B,inactive,lung,24647337
PCYT1B,inactive,liver,24647337
PCYT1B,inactive,brain_prefrontal_cortex,24647337
PCYT1B,inactive,brain,24647337
PCYT1B,inactive,brain10,24647337
PCYT1B,inactive,brain20,24647337
PCYT1B,inactive,brain7,24647337
PCYT1B,inactive,whole_blood,24647337
PCYT1B,inactive,PBMC,24647337
PCYT1B,inactive,cord_blood,24647337
PCYT1B,inactive,blood_spot,24647337
PCYT1B,inactive,kidney_tubule,24647337
POLA1,inactive,peripheral_blood_leukocytes,24693940
POLA1,inactive,buccal,24693940
POLA1,inactive,buffy_coat,24693940
POLA1,inactive,blood,24693940
POLA1,inactive,saliva,24693940
POLA1,inactive,kidney,24693940
POLA1,inactive,muscle,24693940
POLA1,inactive,subcutaneous_fat,24693940
POLA1,inactive,omentum,24693940
POLA1,inactive,stomach,24693940
POLA1,inactive,hair,24693940
POLA1,inactive,heart,24693940
POLA1,inactive,pancreas,24693940
POLA1,inactive,adrenal,24693940
POLA1,inactive,spleen,24693940
POLA1,inactive,lung,24693940
POLA1,inactive,liver,24693940
POLA1,inactive,brain_prefrontal_cortex,24693940
POLA1,inactive,brain,24693940
POLA1,inactive,brain10,24693940
POLA1,inactive,brain20,24693940
POLA1,inactive,brain7,24693940
POLA1,inactive,whole_blood,24693940
POLA1,inactive,PBMC,24693940
POLA1,inactive,cord_blood,24693940
POLA1,inactive,blood_spot,24693940
POLA1,inactive,kidney_tubule,24693940
POLA1,inactive,peripheral_blood_leukocytes,24693946
POLA1,inactive,buccal,24693946
POLA1,inactive,buffy_coat,24693946
POLA1,inactive,blood,24693946
POLA1,inactive,saliva,24693946
POLA1,inactive,kidney,24693946
POLA1,inactive,muscle,24693946
POLA1,inactive,subcutaneous_fat,24693946
POLA1,inactive,omentum,24693946
POLA1,inactive,stomach,24693946
POLA1,inactive,hair,24693946
POLA1,inactive,heart,24693946
POLA1,inactive,pancreas,24693946
POLA1,inactive,adrenal,24693946
POLA1,inactive,spleen,24693946
POLA1,inactive,lung,24693946
POLA1,inactive,liver,24693946
POLA1,inactive,brain_prefrontal_cortex,24693946
POLA1,inactive,brain,24693946
POLA1,inactive,brain10,24693946
POLA1,inactive,brain20,24693946
POLA1,inactive,brain7,24693946
POLA1,inactive,whole_blood,24693946
POLA1,inactive,PBMC,24693946
POLA1,inactive,cord_blood,24693946
POLA1,inactive,blood_spot,24693946
POLA1,inactive,kidney_tubule,24693946
IL1RAPL1,variable,peripheral_blood_leukocytes,28587563
IL1RAPL1,inactive,buccal,28587563
IL1RAPL1,variable,buffy_coat,28587563
IL1RAPL1,inactive,blood,28587563
IL1RAPL1,inactive,saliva,28587563
IL1RAPL1,inactive,kidney,28587563
IL1RAPL1,inactive,muscle,28587563
IL1RAPL1,inactive,subcutaneous_fat,28587563
IL1RAPL1,inactive,omentum,28587563
IL1RAPL1,inactive,stomach,28587563
IL1RAPL1,inactive,hair,28587563
IL1RAPL1,inactive,heart,28587563
IL1RAPL1,inactive,pancreas,28587563
IL1RAPL1,inactive,adrenal,28587563
IL1RAPL1,inactive,spleen,28587563
IL1RAPL1,inactive,lung,28587563
IL1RAPL1,inactive,liver,28587563
IL1RAPL1,inactive,brain_prefrontal_cortex,28587563
IL1RAPL1,inactive,brain,28587563
IL1RAPL1,inactive,brain10,28587563
IL1RAPL1,uncalled,brain20,28587563
IL1RAPL1,inactive,brain7,28587563
IL1RAPL1,inactive,whole_blood,28587563
IL1RAPL1,inactive,PBMC,28587563
IL1RAPL1,inactive,cord_blood,28587563
IL1RAPL1,inactive,blood_spot,28587563
IL1RAPL1,inactive,kidney_tubule,28587563
NR0B1,inactive,peripheral_blood_leukocytes,30309377
NR0B1,inactive,buccal,30309377
NR0B1,inactive,buffy_coat,30309377
NR0B1,inactive,blood,30309377
NR0B1,inactive,saliva,30309377
NR0B1,inactive,kidney,30309377
NR0B1,inactive,muscle,30309377
NR0B1,inactive,subcutaneous_fat,30309377
NR0B1,inactive,omentum,30309377
NR0B1,inactive,stomach,30309377
NR0B1,inactive,hair,30309377
NR0B1,inactive,heart,30309377
NR0B1,inactive,pancreas,30309377
NR0B1,inactive,adrenal,30309377
NR0B1,inactive,spleen,30309377
NR0B1,inactive,lung,30309377
NR0B1,inactive,liver,30309377
NR0B1,inactive,brain_prefrontal_cortex,30309377
NR0B1,inactive,brain,30309377
NR0B1,inactive,brain10,30309377
NR0B1,inactive,brain20,30309377
NR0B1,inactive,brain7,30309377
NR0B1,inactive,whole_blood,30309377
NR0B1,inactive,PBMC,30309377
NR0B1,inactive,cord_blood,30309377
NR0B1,inactive,blood_spot,30309377
NR0B1,inactive,kidney_tubule,30309377
TAB3,variable,peripheral_blood_leukocytes,30889393
TAB3,uncalled,buccal,30889393
TAB3,inactive,buffy_coat,30889393
TAB3,uncalled,blood,30889393
TAB3,uncalled,saliva,30889393
TAB3,uncalled,kidney,30889393
TAB3,inactive,muscle,30889393
TAB3,uncalled,subcutaneous_fat,30889393
TAB3,inactive,omentum,30889393
TAB3,uncalled,stomach,30889393
TAB3,inactive,hair,30889393
TAB3,uncalled,heart,30889393
TAB3,inactive,pancreas,30889393
TAB3,uncalled,adrenal,30889393
TAB3,inactive,spleen,30889393
TAB3,uncalled,lung,30889393
TAB3,inactive,liver,30889393
TAB3,inactive,brain_prefrontal_cortex,30889393
TAB3,uncalled,brain,30889393
TAB3,inactive,brain10,30889393
TAB3,inactive,brain20,30889393
TAB3,inactive,brain7,30889393
TAB3,uncalled,whole_blood,30889393
TAB3,inactive,PBMC,30889393
TAB3,inactive,cord_blood,30889393
TAB3,uncalled,blood_spot,30889393
TAB3,inactive,kidney_tubule,30889393
DMD,inactive,peripheral_blood_leukocytes,31266906
DMD,inactive,buccal,31266906
DMD,inactive,buffy_coat,31266906
DMD,inactive,blood,31266906
DMD,inactive,saliva,31266906
DMD,inactive,kidney,31266906
DMD,inactive,muscle,31266906
DMD,inactive,subcutaneous_fat,31266906
DMD,inactive,omentum,31266906
DMD,inactive,stomach,31266906
DMD,inactive,hair,31266906
DMD,inactive,heart,31266906
DMD,inactive,pancreas,31266906
DMD,inactive,adrenal,31266906
DMD,inactive,spleen,31266906
DMD,inactive,lung,31266906
DMD,inactive,liver,31266906
DMD,inactive,brain_prefrontal_cortex,31266906
DMD,inactive,brain,31266906
DMD,inactive,brain10,31266906
DMD,inactive,brain20,31266906
DMD,inactive,brain7,31266906
DMD,inactive,whole_blood,31266906
DMD,inactive,PBMC,31266906
DMD,inactive,cord_blood,31266906
DMD,inactive,blood_spot,31266906
DMD,inactive,kidney_tubule,31266906
PRRG1,inactive,peripheral_blood_leukocytes,37349274
PRRG1,inactive,buccal,37349274
PRRG1,inactive,buffy_coat,37349274
PRRG1,inactive,blood,37349274
PRRG1,inactive,saliva,37349274
PRRG1,inactive,kidney,37349274
PRRG1,inactive,muscle,37349274
PRRG1,inactive,subcutaneous_fat,37349274
PRRG1,uncalled,omentum,37349274
PRRG1,inactive,stomach,37349274
PRRG1,inactive,hair,37349274
PRRG1,inactive,heart,37349274
PRRG1,inactive,pancreas,37349274
PRRG1,inactive,adrenal,37349274
PRRG1,inactive,spleen,37349274
PRRG1,inactive,lung,37349274
PRRG1,inactive,liver,37349274
PRRG1,inactive,brain_prefrontal_cortex,37349274
PRRG1,inactive,brain,37349274
PRRG1,inactive,brain10,37349274
PRRG1,inactive,brain20,37349274
PRRG1,inactive,brain7,37349274
PRRG1,inactive,whole_blood,37349274
PRRG1,inactive,PBMC,37349274
PRRG1,inactive,cord_blood,37349274
PRRG1,inactive,blood_spot,37349274
PRRG1,inactive,kidney_tubule,37349274
LANCL3,inactive,peripheral_blood_leukocytes,37571568
LANCL3,inactive,buccal,37571568
LANCL3,inactive,buffy_coat,37571568
LANCL3,inactive,blood,37571568
LANCL3,inactive,saliva,37571568
LANCL3,inactive,kidney,37571568
LANCL3,inactive,muscle,37571568
LANCL3,inactive,subcutaneous_fat,37571568
LANCL3,inactive,omentum,37571568
LANCL3,inactive,stomach,37571568
LANCL3,inactive,hair,37571568
LANCL3,inactive,heart,37571568
LANCL3,inactive,pancreas,37571568
LANCL3,inactive,adrenal,37571568
LANCL3,inactive,spleen,37571568
LANCL3,inactive,lung,37571568
LANCL3,inactive,liver,37571568
LANCL3,inactive,brain_prefrontal_cortex,37571568
LANCL3,inactive,brain,37571568
LANCL3,inactive,brain10,37571568
LANCL3,inactive,brain20,37571568
LANCL3,inactive,brain7,37571568
LANCL3,inactive,whole_blood,37571568
LANCL3,inactive,PBMC,37571568
LANCL3,inactive,cord_blood,37571568
LANCL3,inactive,blood_spot,37571568
LANCL3,inactive,kidney_tubule,37571568
XK,inactive,peripheral_blood_leukocytes,37685879
XK,inactive,buccal,37685879
XK,inactive,buffy_coat,37685879
XK,inactive,blood,37685879
XK,inactive,saliva,37685879
XK,inactive,kidney,37685879
XK,inactive,muscle,37685879
XK,inactive,subcutaneous_fat,37685879
XK,inactive,omentum,37685879
XK,inactive,stomach,37685879
XK,inactive,hair,37685879
XK,inactive,heart,37685879
XK,inactive,pancreas,37685879
XK,inactive,adrenal,37685879
XK,inactive,spleen,37685879
XK,inactive,lung,37685879
XK,inactive,liver,37685879
XK,inactive,brain_prefrontal_cortex,37685879
XK,inactive,brain,37685879
XK,inactive,brain10,37685879
XK,inactive,brain20,37685879
XK,inactive,brain7,37685879
XK,inactive,whole_blood,37685879
XK,inactive,PBMC,37685879
XK,inactive,cord_blood,37685879
XK,inactive,blood_spot,37685879
XK,inactive,kidney_tubule,37685879
DYNLT3,inactive,peripheral_blood_leukocytes,37847635
DYNLT3,inactive,buccal,37847635
DYNLT3,inactive,buffy_coat,37847635
DYNLT3,inactive,blood,37847635
DYNLT3,inactive,saliva,37847635
DYNLT3,inactive,kidney,37847635
DYNLT3,inactive,muscle,37847635
DYNLT3,inactive,subcutaneous_fat,37847635
DYNLT3,inactive,omentum,37847635
DYNLT3,inactive,stomach,37847635
DYNLT3,inactive,hair,37847635
DYNLT3,inactive,heart,37847635
DYNLT3,inactive,pancreas,37847635
DYNLT3,inactive,adrenal,37847635
DYNLT3,inactive,spleen,37847635
DYNLT3,inactive,lung,37847635
DYNLT3,inactive,liver,37847635
DYNLT3,inactive,brain_prefrontal_cortex,37847635
DYNLT3,inactive,brain,37847635
DYNLT3,inactive,brain10,37847635
DYNLT3,inactive,brain20,37847635
DYNLT3,inactive,brain7,37847635
DYNLT3,inactive,whole_blood,37847635
DYNLT3,inactive,PBMC,37847635
DYNLT3,inactive,cord_blood,37847635
DYNLT3,inactive,blood_spot,37847635
DYNLT3,inactive,kidney_tubule,37847635
SRPX,inactive,peripheral_blood_leukocytes,38220923
SRPX,inactive,buccal,38220923
SRPX,inactive,buffy_coat,38220923
SRPX,inactive,blood,38220923
SRPX,inactive,saliva,38220923
SRPX,inactive,kidney,38220923
SRPX,inactive,muscle,38220923
SRPX,inactive,subcutaneous_fat,38220923
SRPX,inactive,omentum,38220923
SRPX,inactive,stomach,38220923
SRPX,inactive,hair,38220923
SRPX,inactive,heart,38220923
SRPX,inactive,pancreas,38220923
SRPX,inactive,adrenal,38220923
SRPX,inactive,spleen,38220923
SRPX,inactive,lung,38220923
SRPX,inactive,liver,38220923
SRPX,inactive,brain_prefrontal_cortex,38220923
SRPX,inactive,brain,38220923
SRPX,inactive,brain10,38220923
SRPX,inactive,brain20,38220923
SRPX,inactive,brain7,38220923
SRPX,inactive,whole_blood,38220923
SRPX,inactive,PBMC,38220923
SRPX,inactive,cord_blood,38220923
SRPX,inactive,blood_spot,38220923
SRPX,inactive,kidney_tubule,38220923
RPGR,inactive,peripheral_blood_leukocytes,38327534
RPGR,inactive,buccal,38327534
RPGR,inactive,buffy_coat,38327534
RPGR,inactive,blood,38327534
RPGR,inactive,saliva,38327534
RPGR,inactive,kidney,38327534
RPGR,inactive,muscle,38327534
RPGR,inactive,subcutaneous_fat,38327534
RPGR,inactive,omentum,38327534
RPGR,inactive,stomach,38327534
RPGR,uncalled,hair,38327534
RPGR,inactive,heart,38327534
RPGR,inactive,pancreas,38327534
RPGR,inactive,adrenal,38327534
RPGR,inactive,spleen,38327534
RPGR,inactive,lung,38327534
RPGR,inactive,liver,38327534
RPGR,inactive,brain_prefrontal_cortex,38327534
RPGR,uncalled,brain,38327534
RPGR,inactive,brain10,38327534
RPGR,inactive,brain20,38327534
RPGR,inactive,brain7,38327534
RPGR,inactive,whole_blood,38327534
RPGR,inactive,PBMC,38327534
RPGR,inactive,cord_blood,38327534
RPGR,inactive,blood_spot,38327534
RPGR,inactive,kidney_tubule,38327534
TSPAN7,inactive,peripheral_blood_leukocytes,38561477
TSPAN7,inactive,buccal,38561477
TSPAN7,inactive,buffy_coat,38561477
TSPAN7,inactive,blood,38561477
TSPAN7,inactive,saliva,38561477
TSPAN7,inactive,kidney,38561477
TSPAN7,inactive,muscle,38561477
TSPAN7,inactive,subcutaneous_fat,38561477
TSPAN7,inactive,omentum,38561477
TSPAN7,inactive,stomach,38561477
TSPAN7,inactive,hair,38561477
TSPAN7,inactive,heart,38561477
TSPAN7,inactive,pancreas,38561477
TSPAN7,inactive,adrenal,38561477
TSPAN7,inactive,spleen,38561477
TSPAN7,inactive,lung,38561477
TSPAN7,inactive,liver,38561477
TSPAN7,inactive,brain_prefrontal_cortex,38561477
TSPAN7,inactive,brain,38561477
TSPAN7,inactive,brain10,38561477
TSPAN7,inactive,brain20,38561477
TSPAN7,inactive,brain7,38561477
TSPAN7,inactive,whole_blood,38561477
TSPAN7,inactive,PBMC,38561477
TSPAN7,inactive,cord_blood,38561477
TSPAN7,inactive,blood_spot,38561477
TSPAN7,inactive,kidney_tubule,38561477
MID1IP1,inactive,peripheral_blood_leukocytes,38803819
MID1IP1,inactive,buccal,38803819
MID1IP1,inactive,buffy_coat,38803819
MID1IP1,inactive,blood,38803819
MID1IP1,inactive,saliva,38803819
MID1IP1,inactive,kidney,38803819
MID1IP1,inactive,muscle,38803819
MID1IP1,inactive,subcutaneous_fat,38803819
MID1IP1,inactive,omentum,38803819
MID1IP1,inactive,stomach,38803819
MID1IP1,inactive,hair,38803819
MID1IP1,inactive,heart,38803819
MID1IP1,inactive,pancreas,38803819
MID1IP1,inactive,adrenal,38803819
MID1IP1,inactive,spleen,38803819
MID1IP1,inactive,lung,38803819
MID1IP1,inactive,liver,38803819
MID1IP1,inactive,brain_prefrontal_cortex,38803819
MID1IP1,inactive,brain,38803819
MID1IP1,inactive,brain10,38803819
MID1IP1,inactive,brain20,38803819
MID1IP1,inactive,brain7,38803819
MID1IP1,inactive,whole_blood,38803819
MID1IP1,inactive,PBMC,38803819
MID1IP1,inactive,cord_blood,38803819
MID1IP1,inactive,blood_spot,38803819
MID1IP1,inactive,kidney_tubule,38803819
MID1IP1,inactive,peripheral_blood_leukocytes,38804946
MID1IP1,inactive,buccal,38804946
MID1IP1,inactive,buffy_coat,38804946
MID1IP1,inactive,blood,38804946
MID1IP1,inactive,saliva,38804946
MID1IP1,inactive,kidney,38804946
MID1IP1,inactive,muscle,38804946
MID1IP1,inactive,subcutaneous_fat,38804946
MID1IP1,inactive,omentum,38804946
MID1IP1,inactive,stomach,38804946
MID1IP1,inactive,hair,38804946
MID1IP1,inactive,heart,38804946
MID1IP1,inactive,pancreas,38804946
MID1IP1,inactive,adrenal,38804946
MID1IP1,inactive,spleen,38804946
MID1IP1,inactive,lung,38804946
MID1IP1,inactive,liver,38804946
MID1IP1,inactive,brain_prefrontal_cortex,38804946
MID1IP1,inactive,brain,38804946
MID1IP1,inactive,brain10,38804946
MID1IP1,inactive,brain20,38804946
MID1IP1,inactive,brain7,38804946
MID1IP1,inactive,whole_blood,38804946
MID1IP1,inactive,PBMC,38804946
MID1IP1,inactive,cord_blood,38804946
MID1IP1,inactive,blood_spot,38804946
MID1IP1,inactive,kidney_tubule,38804946
BCOR,escape,peripheral_blood_leukocytes,40177328
BCOR,escape,buccal,40177328
BCOR,variable,buffy_coat,40177328
BCOR,escape,blood,40177328
BCOR,escape,saliva,40177328
BCOR,escape,kidney,40177328
BCOR,escape,muscle,40177328
BCOR,escape,subcutaneous_fat,40177328
BCOR,escape,omentum,40177328
BCOR,escape,stomach,40177328
BCOR,escape,hair,40177328
BCOR,escape,heart,40177328
BCOR,escape,pancreas,40177328
BCOR,escape,adrenal,40177328
BCOR,escape,spleen,40177328
BCOR,escape,lung,40177328
BCOR,escape,liver,40177328
BCOR,escape,brain_prefrontal_cortex,40177328
BCOR,escape,brain,40177328
BCOR,escape,brain10,40177328
BCOR,escape,brain20,40177328
BCOR,escape,brain7,40177328
BCOR,escape,whole_blood,40177328
BCOR,escape,PBMC,40177328
BCOR,escape,cord_blood,40177328
BCOR,escape,blood_spot,40177328
BCOR,escape,kidney_tubule,40177328
ATP6AP2,variable,peripheral_blood_leukocytes,40580963
ATP6AP2,uncalled,buccal,40580963
ATP6AP2,variable,buffy_coat,40580963
ATP6AP2,variable,blood,40580963
ATP6AP2,inactive,saliva,40580963
ATP6AP2,uncalled,kidney,40580963
ATP6AP2,uncalled,muscle,40580963
ATP6AP2,variable,subcutaneous_fat,40580963
ATP6AP2,inactive,omentum,40580963
ATP6AP2,uncalled,stomach,40580963
ATP6AP2,uncalled,hair,40580963
ATP6AP2,uncalled,heart,40580963
ATP6AP2,uncalled,pancreas,40580963
ATP6AP2,uncalled,adrenal,40580963
ATP6AP2,uncalled,spleen,40580963
ATP6AP2,uncalled,lung,40580963
ATP6AP2,variable,liver,40580963
ATP6AP2,inactive,brain_prefrontal_cortex,40580963
ATP6AP2,uncalled,brain,40580963
ATP6AP2,inactive,brain10,40580963
ATP6AP2,inactive,brain20,40580963
ATP6AP2,inactive,brain7,40580963
ATP6AP2,variable,whole_blood,40580963
ATP6AP2,variable,PBMC,40580963
ATP6AP2,inactive,cord_blood,40580963
ATP6AP2,uncalled,blood_spot,40580963
ATP6AP2,uncalled,kidney_tubule,40580963
CXorf38,variable,peripheral_blood_leukocytes,40647553
CXorf38,escape,buccal,40647553
CXorf38,variable,buffy_coat,40647553
CXorf38,escape,blood,40647553
CXorf38,escape,saliva,40647553
CXorf38,uncalled,kidney,40647553
CXorf38,escape,muscle,40647553
CXorf38,escape,subcutaneous_fat,40647553
CXorf38,escape,omentum,40647553
CXorf38,uncalled,stomach,40647553
CXorf38,escape,hair,40647553
CXorf38,uncalled,heart,40647553
CXorf38,escape,pancreas,40647553
CXorf38,uncalled,adrenal,40647553
CXorf38,escape,spleen,40647553
CXorf38,uncalled,lung,40647553
CXorf38,variable,liver,40647553
CXorf38,escape,brain_prefrontal_cortex,40647553
CXorf38,variable,brain,40647553
CXorf38,uncalled,brain10,40647553
CXorf38,uncalled,brain20,40647553
CXorf38,uncalled,brain7,40647553
CXorf38,variable,whole_blood,40647553
CXorf38,escape,PBMC,40647553
CXorf38,variable,cord_blood,40647553
CXorf38,escape,blood_spot,40647553
CXorf38,variable,kidney_tubule,40647553
CXorf38,escape,peripheral_blood_leukocytes,40647566
CXorf38,escape,buccal,40647566
CXorf38,escape,buffy_coat,40647566
CXorf38,escape,blood,40647566
CXorf38,escape,saliva,40647566
CXorf38,escape,kidney,40647566
CXorf38,escape,muscle,40647566
CXorf38,escape,subcutaneous_fat,40647566
CXorf38,escape,omentum,40647566
CXorf38,escape,stomach,40647566
CXorf38,escape,hair,40647566
CXorf38,escape,heart,40647566
CXorf38,escape,pancreas,40647566
CXorf38,escape,adrenal,40647566
CXorf38,escape,spleen,40647566
CXorf38,escape,lung,40647566
CXorf38,escape,liver,40647566
CXorf38,escape,brain_prefrontal_cortex,40647566
CXorf38,escape,brain,40647566
CXorf38,escape,brain10,40647566
CXorf38,escape,brain20,40647566
CXorf38,escape,brain7,40647566
CXorf38,escape,whole_blood,40647566
CXorf38,escape,PBMC,40647566
CXorf38,escape,cord_blood,40647566
CXorf38,escape,blood_spot,40647566
CXorf38,escape,kidney_tubule,40647566
USP9X,escape,peripheral_blood_leukocytes,41085634
USP9X,escape,buccal,41085634
USP9X,escape,buffy_coat,41085634
USP9X,escape,blood,41085634
USP9X,escape,saliva,41085634
USP9X,escape,kidney,41085634
USP9X,escape,muscle,41085634
USP9X,escape,subcutaneous_fat,41085634
USP9X,escape,omentum,41085634
USP9X,escape,stomach,41085634
USP9X,escape,hair,41085634
USP9X,escape,heart,41085634
USP9X,escape,pancreas,41085634
USP9X,escape,adrenal,41085634
USP9X,escape,spleen,41085634
USP9X,escape,lung,41085634
USP9X,escape,liver,41085634
USP9X,escape,brain_prefrontal_cortex,41085634
USP9X,escape,brain,41085634
USP9X,escape,brain10,41085634
USP9X,escape,brain20,41085634
USP9X,escape,brain7,41085634
USP9X,escape,whole_blood,41085634
USP9X,escape,PBMC,41085634
USP9X,escape,cord_blood,41085634
USP9X,escape,blood_spot,41085634
USP9X,escape,kidney_tubule,41085634
DDX3X,escape,peripheral_blood_leukocytes,41333397
DDX3X,escape,buccal,41333397
DDX3X,escape,buffy_coat,41333397
DDX3X,escape,blood,41333397
DDX3X,escape,saliva,41333397
DDX3X,escape,kidney,41333397
DDX3X,escape,muscle,41333397
DDX3X,escape,subcutaneous_fat,41333397
DDX3X,escape,omentum,41333397
DDX3X,escape,stomach,41333397
DDX3X,escape,hair,41333397
DDX3X,escape,heart,41333397
DDX3X,escape,pancreas,41333397
DDX3X,escape,adrenal,41333397
DDX3X,escape,spleen,41333397
DDX3X,escape,lung,41333397
DDX3X,escape,liver,41333397
DDX3X,escape,brain_prefrontal_cortex,41333397
DDX3X,escape,brain,41333397
DDX3X,escape,brain10,41333397
DDX3X,escape,brain20,41333397
DDX3X,escape,brain7,41333397
DDX3X,escape,whole_blood,41333397
DDX3X,escape,PBMC,41333397
DDX3X,escape,cord_blood,41333397
DDX3X,escape,blood_spot,41333397
DDX3X,escape,kidney_tubule,41333397
DDX3X,escape,peripheral_blood_leukocytes,41334590
DDX3X,escape,buccal,41334590
DDX3X,escape,buffy_coat,41334590
DDX3X,escape,blood,41334590
DDX3X,escape,saliva,41334590
DDX3X,escape,kidney,41334590
DDX3X,escape,muscle,41334590
DDX3X,escape,subcutaneous_fat,41334590
DDX3X,escape,omentum,41334590
DDX3X,escape,stomach,41334590
DDX3X,escape,hair,41334590
DDX3X,escape,heart,41334590
DDX3X,escape,pancreas,41334590
DDX3X,escape,adrenal,41334590
DDX3X,escape,spleen,41334590
DDX3X,escape,lung,41334590
DDX3X,escape,liver,41334590
DDX3X,escape,brain_prefrontal_cortex,41334590
DDX3X,escape,brain,41334590
DDX3X,escape,brain10,41334590
DDX3X,escape,brain20,41334590
DDX3X,escape,brain7,41334590
DDX3X,escape,whole_blood,41334590
DDX3X,escape,PBMC,41334590
DDX3X,escape,cord_blood,41334590
DDX3X,escape,blood_spot,41334590
DDX3X,escape,kidney_tubule,41334590
CASK,inactive,peripheral_blood_leukocytes,41923033
CASK,inactive,buccal,41923033
CASK,inactive,buffy_coat,41923033
CASK,inactive,blood,41923033
CASK,inactive,saliva,41923033
CASK,inactive,kidney,41923033
CASK,inactive,muscle,41923033
CASK,inactive,subcutaneous_fat,41923033
CASK,inactive,omentum,41923033
